iter	Passed	Remaining
412	3740	5315
413	3750	5308
414	3756	5295
415	3764	5284
416	3772	5274
417	3782	5265
418	3790	5256
419	3798	5245
420	3805	5234
421	3814	5224
422	3821	5212
423	3829	5202
424	3837	5191
425	3845	5181
426	3851	5168
427	3859	5158
428	3865	5145
429	3872	5133
430	3878	5120
431	3884	5107
432	3891	5095
433	3897	5082
434	3905	5072
435	3910	5059
436	3917	5047
437	3925	5036
438	3931	5024
439	3940	5015
440	3947	5003
441	3954	4991
442	3960	4979
443	3967	4967
444	3973	4955
445	3981	4946
446	3989	4935
447	3996	4924
448	4002	4912
449	4010	4902
450	4016	4889
451	4023	4878
452	4030	4867
453	4038	4857
454	4053	4854
455	4062	4846
456	4072	4838
457	4078	4826
458	4086	4816
459	4092	4803
460	4100	4794
461	4106	4781
462	4114	4771
463	4121	4760
464	4128	4749
465	4136	4739
466	4143	4728
467	4150	4718
468	4160	4710
469	4168	4700
470	4177	4691
471	4184	4680
472	4192	4671
473	4198	4659
474	4207	4649
475	4213	4637
476	4220	4627
477	4227	4616
478	4233	4605
479	4240	4594
480	4246	4582
481	4254	4572
482	4260	4560
483	4268	4550
484	4274	4538
485	4282	4528
486	4288	4517
487	4294	4505
488	4306	4499
489	4314	4490
490	4322	4481
491	4331	4472
492	4341	4464
493	4347	4453
494	4357	4445
495	4365	4435
496	4372	4425
497	4379	4414
498	4385	4403
499	4392	4392
500	4398	4380
501	4406	4371
502	4412	4360
503	4421	4350
504	4428	4340
505	4437	4331
506	4443	4320
507	4452	4311
508	4457	4300
509	4465	4290
510	4471	4279
511	4479	4269
512	4485	4258
513	4495	4250
514	4501	4239
515	4508	4228
516	4516	4219
517	4524	4210
518	4594	4258
519	4604	4250
520	4616	4243
521	4627	4237
522	4656	4246
523	4667	4239
524	4678	4232
525	4712	4246
526	4724	4240
527	4738	4235
528	4749	4228
529	4759	4220
530	4773	4216
531	4784	4208
532	4791	4198
533	4801	4190
534	4808	4178
535	4816	4169
536	4822	4158
537	4831	4149
538	4837	4137
539	4846	4128
540	4852	4116
541	4863	4109
542	4870	4098
543	4878	4089
544	4885	4078
545	4897	4072
546	4910	4066
547	4941	4075
548	4972	4084
549	4981	4075
550	4991	4067
551	5005	4062
552	5014	4053
553	5020	4042
554	5026	4030
555	5037	4022
556	5045	4012
557	5051	4001
558	5058	3990
559	5064	3979
560	5075	3971
561	5083	3962
562	5095	3955
563	5102	3944
564	5111	3935
565	5117	3924
566	5126	3914
567	5132	3903
568	5141	3894
569	5147	3882
570	5155	3873
571	5161	3862
572	5169	3852
573	5175	3841
574	5183	3831
575	5191	3821
576	5199	3811
577	5206	3801
578	5214	3791
579	5220	3780
580	5226	3769
581	5232	3758
582	5238	3746
583	5248	3738
584	5257	3729
585	5289	3736
586	5305	3732
587	5311	3721
588	5317	3710
589	5323	3699
590	5336	3692
591	5342	3681
592	5350	3672
593	5356	3660
594	5361	3649
595	5368	3639
596	5375	3628
597	5387	3621
598	5397	3613
599	5406	3604
600	5414	3594
601	5429	3589
602	5435	3578
603	5444	3569
604	5451	3559
605	5459	3549
606	5465	3538
607	5474	3529
608	5480	3518
609	5487	3508
610	5495	3498
611	5502	3488
612	5508	3477
613	5514	3467
614	5523	3457
615	5529	3446
616	5538	3437
617	5544	3427
618	5552	3417
619	5558	3406
620	5569	3399
621	5576	3389
622	5585	3379
623	5591	3369
624	5600	3360
625	5613	3354
626	5621	3344
627	5633	3337
628	5642	3328
629	5649	3317
630	5655	3307
631	5662	3296
632	5667	3286
633	5677	3277
634	5683	3266
635	5691	3257
636	5697	3246
637	5706	3237
638	5712	3227
639	5721	3218
640	5726	3207
641	5735	3198
642	5743	3188
643	5751	3179
644	5757	3169
645	5771	3162
646	5780	3153
647	5789	3145
648	5798	3135
649	5803	3125
650	5812	3116
651	5818	3105
652	5827	3096
653	5833	3086
654	5841	3076
655	5847	3066
656	5852	3055
657	5861	3046
658	5866	3035
659	5875	3026
660	5882	3017
661	5891	3008
662	5897	2997
663	5906	2988
664	5912	2978
665	5923	2970
666	5929	2960
667	5938	2951
668	5944	2941
669	5953	2932
670	5961	2923
671	5971	2914
672	6010	2920
673	6017	2910
674	6025	2901
675	6031	2890
676	6037	2880
677	6045	2871
678	6051	2861
679	6060	2852
680	6066	2841
681	6075	2833
682	6082	2823
683	6091	2814
684	6097	2803
685	6107	2795
686	6113	2785
687	6122	2776
688	6130	2767
689	6139	2758
690	6149	2750
691	6167	2745
692	6182	2738
693	6207	2737
694	6221	2730
695	6242	2726
696	6252	2717
697	6264	2710
698	6275	2702
699	6297	2698
700	6377	2720
701	6389	2712
702	6398	2703
703	6416	2698
704	6439	2694
705	6445	2684
706	6453	2674
707	6458	2663
708	6467	2654
709	6473	2643
710	6481	2634
711	6488	2624
712	6497	2615
713	6506	2606
714	6514	2596
715	6521	2586
716	6532	2578
717	6545	2570
718	6551	2560
719	6560	2551
720	6566	2540
721	6575	2531
722	6581	2521
723	6591	2512
724	6597	2502
725	6606	2493
726	6612	2483
727	6621	2473
728	6627	2463
729	6636	2454
730	6642	2444
731	6650	2434
732	6657	2425
733	6666	2415
734	6672	2405
735	6679	2396
736	6687	2386
737	6698	2378
738	6705	2368
739	6720	2361
740	6728	2351
741	6735	2341
742	6744	2332
743	6750	2322
744	6758	2313
745	6764	2303
746	6773	2294
747	6779	2283
748	6784	2273
749	6792	2264
750	6798	2254
751	6808	2245
752	6821	2237
753	6827	2227
754	6837	2218
755	6843	2208
756	6851	2199
757	6858	2189
758	6866	2180
759	6872	2170
760	6883	2161
761	6892	2152
762	6904	2144
763	6914	2135
764	6922	2126
765	6932	2117
766	6945	2109
767	6959	2102
768	6970	2093
769	6978	2084
770	6992	2076
771	6998	2066
772	7009	2058
773	7015	2048
774	7025	2039
775	7032	2029
776	7042	2021
777	7052	2012
778	7061	2003
779	7071	1994
780	7077	1984
781	7086	1975
782	7092	1965
783	7100	1956
784	7107	1946
785	7115	1937
786	7121	1927
787	7130	1918
788	7136	1908
789	7144	1899
790	7150	1889
791	7158	1880
792	7164	1870
793	7170	1860
794	7179	1851
795	7186	1841
796	7195	1832
797	7205	1824
798	7211	1814
799	7219	1804
800	7227	1795
801	7237	1786
802	7245	1777
803	7255	1768
804	7262	1759
805	7271	1750
806	7278	1740
807	7286	1731
808	7292	1721
809	7301	1712
810	7307	1703
811	7316	1693
812	7322	1684
813	7330	1675
814	7336	1665
815	7345	1656
816	7352	1646
817	7359	1637
818	7366	1628
819	7374	1618
820	7381	1609
821	7389	1600
822	7396	1590
823	7407	1582
824	7415	1572
825	7426	1564
826	7432	1554
827	7440	1545
828	7446	1536
829	7454	1526
830	7464	1517
831	7471	1508
832	7480	1499
833	7486	1490
834	7495	1481
835	7501	1471
836	7509	1462
837	7515	1452
838	7520	1443
839	7529	1434
840	7535	1424
841	7544	1415
842	7550	1406
843	7565	1398
844	7576	1389
845	7583	1380
846	7591	1371
847	7668	1374
848	7679	1365
849	7690	1357
850	7709	1349
851	7717	1340
852	7744	1334
853	7757	1326
854	7809	1324
855	7822	1315
856	7850	1309
857	7874	1303
858	7880	1293
859	7889	1284
860	7895	1274
861	7903	1265
862	7909	1255
863	7916	1246
864	7922	1236
865	7934	1227
866	7943	1218
867	7954	1209
868	7960	1199
869	7968	1190
870	7974	1181
871	7981	1171
872	7988	1162
873	7996	1152
874	8002	1143
875	8010	1133
876	8016	1124
877	8025	1115
878	8031	1105
879	8037	1096
880	8045	1086
881	8051	1077
882	8058	1067
883	8064	1058
884	8071	1048
885	8077	1039
886	8085	1030
887	8091	1020
888	8099	1011
889	8106	1001
890	8115	992
891	8128	984
892	8135	974
893	8143	965
894	8149	956
895	8155	946
896	8162	937
897	8168	927
898	8176	918
899	8182	909
900	8189	899
901	8196	890
902	8202	881
903	8209	871
904	8215	862
905	8223	853
906	8229	843
907	8237	834
908	8246	825
909	8254	816
910	8260	807
911	8267	797
912	8274	788
913	8280	779
914	8289	770
915	8298	761
916	8305	751
917	8314	742
918	8322	733
919	8330	724
920	8337	715
921	8345	706
922	8351	696
923	8359	687
924	8366	678
925	8375	669
926	8382	660
927	8389	650
928	8396	641
929	8402	632
930	8408	623
931	8414	613
932	8423	604
933	8431	595
934	8438	586
935	8445	577
936	8452	568
937	8458	559
938	8469	550
939	8478	541
940	8487	532
941	8494	523
942	8502	513
943	8510	504
944	8516	495
945	8524	486
946	8532	477
947	8540	468
948	8546	459
949	8553	450
950	8560	441
951	8566	431
952	8574	422
953	8580	413
954	8588	404
955	8594	395
956	8602	386
957	8609	377
958	8618	368
959	8625	359
960	8721	353
961	8731	344
962	8741	335
963	8771	327
964	8787	318
965	8797	309
966	8805	300
967	8811	291
968	8817	282
969	8826	272
970	8838	263
971	8847	254
972	8855	245
973	8863	236
974	8872	227
975	8878	218
